# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:22:50+08:00
# started_remote=2026-03-12T15:22:50+08:00
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12562680   1568 791240    0    0     0     0  336  542  0  0 100  0  0  0
 0  0      0 12561420   1568 791240    0    0     0     0 1278 2335  0  1 99  0  0  0
 1  0      0 12623224   1576 791236    0    0     0    92 1739 2545  3  1 96  0  0  0
 0  0      0 12622724   1576 791236    0    0     0     0  667  888  1  0 99  0  0  0
 0  0      0 12606096   1576 791252    0    0     0     0 1505 2894  1  1 99  0  0  0
 0  0      0 12605848   1576 791252    0    0     0     0  544  812  1  0 99  0  0  0
 0  0      0 12593284   1576 791324    0    0     0     0 1923 3171  1  1 99  0  0  0
 0  0      0 12593048   1584 791324    0    0     0    44  761  896  0  0 99  0  0  0
 0  0      0 12592780   1584 791312    0    0     0    16 1349 2504  0  1 99  0  0  0
 0  0      0 12592528   1584 791324    0    0     0     0  167  263  0  0 100  0  0  0
 0  0      0 12592496   1584 791340    0    0     0    68 1251 2428  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12592748   1584 791336    0    0     0     0  680  958  0  0 100  0  0  0
 0  0      0 12589724   1592 791332    0    0     0    84 1380 2863  0  1 99  0  0  0
 0  0      0 12589724   1592 791336    0    0     0     0  177  253  0  0 100  0  0  0
 0  0      0 12589724   1600 791348    0    0     8    60 1401 2341  0  1 99  0  0  0
 0  0      0 12589472   1600 791348    0    0     0     0  145  210  0  0 100  0  0  0
 0  0      0 12588716   1600 791348    0    0     0     4 1327 2274  0  1 99  0  0  0
 0  0      0 12588464   1608 791336    0    0     0    80  175  256  0  0 100  0  0  0
 0  0      0 12588728   1608 791352    0    0     0     0 1297 2251  0  0 99  0  0  0
 0  0      0 12588728   1608 791352    0    0     0     8  140  205  0  0 100  0  0  0
 0  0      0 12587984   1608 791352    0    0     0     0 1161 2171  0  0 99  0  0  0
 0  0      0 12588236   1608 791352    0    0     0     0  152  239  0  0 100  0  0  0
 0  0      0 12586976   1616 791344    0    0     0    32 1083 2250  0  0 99  0  0  0
 0  0      0 12587480   1616 791352    0    0     0     0  170  279  0  0 100  0  0  0
 0  0      0 12586724   1616 791352    0    0     0   112 1273 2229  0  0 99  0  0  0
 0  0      0 12586976   1616 791352    0    0     0     0  190  242  0  0 100  0  0  0
 0  0      0 12587984   1616 791352    0    0     0     0 1419 2361  0  1 99  0  0  0
 0  0      0 12587984   1624 791352    0    0     0    20  238  335  0  0 99  1  0  0
 0  0      0 12587984   1624 791352    0    0     0     0 1351 2277  0  0 99  0  0  0
 0  1      0 12587984   1624 791360    0    0     4     0  246  349  0  0 100  0  0  0
 0  0      0 12587984   1760 791348    0    0   132     8 1280 2353  0  1 99  0  0  0
 0  0      0 12588740   1760 791352    0    0     0     0  258  303  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 12588516   1768 791384    0    0     0    68  860 1833  0  0 100  0  0  0
 0  0      0 12589020   1768 791388    0    0     0     0  405  592  0  0 100  0  0  0
 0  0      0 12589020   1768 791388    0    0     0     0  153  242  0  0 100  0  0  0
 0  0      0 12588768   1776 791392    0    0     8    88 1368 2301  0  0 99  1  0  0
 0  0      0 12588768   1776 791384    0    0     0     0  620  934  0  0 100  0  0  0
 0  0      0 12588528   1784 791380    0    0     0    56 1351 2281  0  0 99  0  0  0
 0  0      0 12588528   1784 791380    0    0     0     0  119  210  0  0 100  0  0  0
 0  0      0 12599468    580 783340    0    0  1624     0 1510 2469  0  1 98  1  0  0
 0  0      0 12599392    580 784400    0    0  1280     0  257  360  0  0 100  0  0  0
 0  0      0 12599376    580 784620    0    0     0   112 1294 2262  0  0 99  0  0  0
 0  0      0 12599124    588 784620    0    0     0    76  167  229  0  0 99  1  0  0
 0  0      0 12598620    588 784620    0    0     0     0 1311 2217  0  1 99  0  0  0
 0  0      0 12598620    720 784628    0    0   132     0  302  437  0  0 99  0  0  0
 0  0      0 12598368    720 784644    0    0     0     0 1086 2212  0  0 99  0  0  0
 0  0      0 12598368    720 784640    0    0     0    12  205  308  0  0 100  0  0  0
 0  0      0 12596856    728 784640    0    0     0    32 1076 2206  0  1 99  1  0  0
 0  0      0 12597108    728 784636    0    0     0     0  141  244  0  0 100  0  0  0
 0  0      0 12597360    728 784632    0    0     0     0 1089 2253  0  1 99  0  0  0
 0  0      0 12597108    860 784648    0    0   148     0  165  256  0  0 100  0  0  0
 0  0      0 12595856    860 784648    0    0     0     0 1141 2223  0  0 99  0  0  0
 0  0      0 12596352    868 784652    0    0     0    72  207  299  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12595848    868 784652    0    0     0     0 1119 2244  0  0 99  0  0  0
 0  0      0 12596100    868 784656    0    0     0     0  191  297  0  0 100  0  0  0
 0  0      0 12595596   1004 784516    0    0   136     0 1348 2512  0  0 99  0  0  0
 0  0      0 12596604   1004 784672    0    0     0     0  398  551  0  0 100  0  0  0
 0  0      0 12577680   1720 790464    0    0  6768    92 1877 3380  2  1 96  2  0  0
 0  0      0 12575728   1732 791024    0    0   464    80  829 1073  0  0 99  1  0  0
 0  0      0 12574216   1732 791244    0    0     0     0 1068 2620  0  1 99  0  0  0
 0  0      0 12573460   1732 791240    0    0     0     0  146  239  0  0 100  0  0  0
 0  0      0 12573508   1732 791240    0    0     0     0  605 2083  0  0 99  0  0  0
 0  0      0 12574216   1740 791232    0    0     0   188  205  253  0  0 100  0  0  0
 1  0      0 12572208   1740 791232    0    0     0    72 1093 2370  0  1 99  0  0  0
 0  0      0 12571192   1740 791248    0    0     0     0  817 1157  0  0 99  0  0  0
 0  0      0 12571192   1740 791248    0    0     0     0  149  237  0  0 100  0  0  0
 0  0      0 12570688   1740 791244    0    0     0     0 1345 2590  0  1 99  0  0  0
 0  0      0 12570688   1748 791244    0    0     0    32  269  415  0  0 100  0  0  0
 0  0      0 12569932   1884 791252    0    0   144     0 1496 2509  0  1 99  0  0  0
 0  0      0 12569932   1884 791252    0    0     0    16  293  405  0  0 100  0  0  0
 2  0      0 12571036   1884 791240    0    0     0     0 1543 2603  0  1 99  0  0  0
 0  0      0 12571036   1884 791240    0    0     0     0  299  441  0  0 100  0  0  0
 0  0      0 12571036   1892 791240    0    0     0    40 1449 2417  0  1 98  1  0  0
 0  0      0 12571036   1892 791240    0    0     0     0  188  251  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12570784   1892 791248    0    0     0    28 1457 2436  0  0 99  0  0  0
 0  0      0 12570784   1892 791248    0    0     0     0  155  242  0  0 100  0  0  0
 0  0      0 12570784   1892 791248    0    0     0     0 1367 2319  0  1 99  0  0  0
 0  0      0 12570784   1900 791248    0    0     0    48  212  292  0  0 99  1  0  0
 0  0      0 12570784   1900 791248    0    0     0     0 1310 2234  0  1 99  0  0  0
 0  0      0 12570784   1900 791248    0    0     0     0  133  189  0  0 100  0  0  0
 0  0      0 12569524   1900 791256    0    0     0    36 1177 2232  0  1 99  0  0  0
 0  0      0 12569524   1900 791256    0    0     0     0  169  274  0  0 100  0  0  0
 0  0      0 12569524   1908 791240    0    0     0    36 1120 2294  0  1 99  0  0  0
 1  0      0 12569524   1908 791240    0    0     0     0  176  273  0  0 100  0  0  0
 0  0      0 12569020   1908 791240    0    0     0     0 1080 2247  0  1 99  0  0  0
 1  0      0 12569020   1920 791240    0    0    12    24  244  338  0  0 99  0  0  0
 0  0      0 12569272   1920 791240    0    0     0     0 1268 2355  0  1 99  0  0  0
 0  0      0 12569272   1932 791308    0    0    68    44  564  743  0  0 100  0  0  0
 0  0      0 12569020   1932 791316    0    0     0     0 1224 2292  0  0 99  0  0  0
 0  0      0 12569020   1932 791316    0    0     0     0  191  263  0  0 100  0  0  0
 0  0      0 12568516   1932 791316    0    0     0     0 1462 2359  0  1 99  0  0  0
 0  0      0 12568516   1932 791316    0    0     0    88  251  324  0  0 99  0  0  0
 0  0      0 12568796   1940 791312    0    0     0    52 1433 2380  0  1 98  1  0  0
 0  0      0 12568796   1940 791312    0    0     0     0  113  163  0  0 100  0  0  0
 0  0      0 12572464   1940 791312    0    0     0     0 1265 2191  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12572464   1940 791312    0    0     0     0  199  221  0  0 100  0  0  0
 1  0      0 12572104   1940 791296    0    0     0    88  234  338  0  0 100  0  0  0
 0  0      0 12572356   1948 791296    0    0     0    44 1262 2119  0  0 99  1  0  0
 0  0      0 12572608   1948 791296    0    0     0     0  176  264  0  0 100  0  0  0
 0  0      0 12571348   1948 791296    0    0     0     0 1325 2227  0  0 99  0  0  0
 1  0      0 12570812   1948 791296    0    0     0     0  212  296  0  0 100  0  0  0
 0  0      0 12570828   1948 791296    0    0     0    28 1503 2368  0  1 99  0  0  0
 0  0      0 12571064   1956 791300    0    0     0    40  154  215  0  0 99  1  0  0
 0  0      0 12571064   1960 791300    0    0     8     0 1360 2317  0  1 99  0  0  0
 0  0      0 12571064   1960 791300    0    0     0     0  184  257  0  0 100  0  0  0
 0  0      0 12570560   1960 791300    0    0     0     0 1366 2308  0  1 99  0  0  0
 0  0      0 12570560   1960 791304    0    0     0    28  267  407  0  0 100  0  0  0
 0  0      0 12692260   1968 791312    0    0     0    52 1704 2685  2  1 96  1  0  0
 0  0      0 12692644   1968 791308    0    0     0     0  240  344  0  0 100  0  0  0
 0  0      0 12692264   1968 791304    0    0     0     0 1342 2289  0  1 99  0  0  0
 0  0      0 12692140   1968 791304    0    0     0     0  213  302  0  0 100  0  0  0
 0  0      0 12691888   1968 791312    0    0     0     0 1375 2309  0  0 99  0  0  0
 0  0      0 12692140   1976 791312    0    0     0    68  205  288  0  0 99  1  0  0
 0  0      0 12692140   1976 791308    0    0     0     0 1380 2279  0  1 99  0  0  0
 0  0      0 12692392   1976 791312    0    0     0     0  204  309  0  0 100  0  0  0
 0  0      0 12691888   1976 791308    0    0     0     0 1389 2290  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12692908   1976 791304    0    0     0     0  318  429  0  0 100  0  0  0
 0  0      0 12691904   1984 791292    0    0     0    76 1505 2542  0  1 98  1  0  0
 0  0      0 12691904   1984 791304    0    0     0     0  793 1094  0  0 100  0  0  0
 0  0      0 12692912   1984 791308    0    0     0     0 1968 3314  0  1 99  0  0  0
 0  0      0 12693164   1984 791316    0    0     0     0  174  262  0  0 100  0  0  0
 0  0      0 12691904   1984 791312    0    0     0     0 1177 2338  0  0 99  0  0  0
 0  0      0 12691904   2008 791312    0    0    16    44  276  377  0  0 99  1  0  0
 0  0      0 12691400   2008 791312    0    0     0    44 1718 2842  1  1 98  0  0  0
 0  0      0 12692408   2008 791316    0    0     0    72  597  763  0  0 100  0  0  0
 1  0      0 12692408   2008 791316    0    0     0     0  525  906  0  0 100  0  0  0
 0  0      0 12692668   2008 791312    0    0     0     0 1033 1725  0  0 100  0  0  0
 0  0      0 12692912   2016 791300    0    0     0    52  207  308  0  0 99  1  0  0
 0  0      0 12692912   2016 791308    0    0     0    40 1351 2323  0  1 99  0  0  0
 0  0      0 12693164   2016 791308    0    0     0     0  175  250  0  0 100  0  0  0
 0  0      0 12696488   2016 791312    0    0     0     0 1366 2325  0  1 99  0  0  0
 0  0      0 12696236   2016 791316    0    0     0     0  237  372  0  0 100  0  0  0
 0  0      0 12695732   2024 791304    0    0     0    32 1325 2322  0  1 98  1  0  0
 0  0      0 12695732   2024 791312    0    0     0     0  180  300  0  0 100  0  0  0
 0  0      0 12695732   2024 791312    0    0     0    16 1390 2332  0  1 99  0  0  0
 0  0      0 12695732   2024 791312    0    0     0     0  161  246  0  0 100  0  0  0
 0  0      0 12695732   2024 791308    0    0     0     0 1347 2349  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12695984   2032 791300    0    0     0    60  231  344  0  0 99  1  0  0
 0  0      0 12694724   2032 791308    0    0     0     0 1365 2348  0  0 99  0  0  0
 0  0      0 12694724   2032 791308    0    0     0    16  199  276  0  0 100  0  0  0
 0  0      0 12693716   2032 791308    0    0     0     0 1439 2461  0  1 99  0  0  0
 0  0      0 12693716   2032 791308    0    0     0     0  178  277  0  0 100  0  0  0
 0  0      0 12693464   2040 791308    0    0     0    28 1337 2330  0  1 99  1  0  0
 0  0      0 12693464   2040 791316    0    0     0     0  239  371  0  0 100  0  0  0
 0  0      0 12693464   2040 791320    0    0     0     0 1308 2277  0  1 99  0  0  0
 0  0      0 12693464   2040 791320    0    0     0    20  197  290  0  0 100  0  0  0
 0  0      0 12694724   2040 791316    0    0     0     0 1483 2495  0  1 99  0  0  0
 0  0      0 12694724   2048 791320    0    0     0   100  206  284  0  0 100  0  0  0
 0  0      0 12693968   2048 791320    0    0     0    68 1375 2316  0  1 99  0  0  0
 0  0      0 12693968   2048 791320    0    0     0     0  196  277  0  0 100  0  0  0
 0  0      0 12693968   2048 791320    0    0     0    20 1352 2271  0  0 99  0  0  0
 0  0      0 12693968   2048 791320    0    0     0     0  159  238  0  0 100  0  0  0
 0  0      0 12693716   2056 791320    0    0     0    52 1374 2349  0  1 98  1  0  0
 0  0      0 12693968   2056 791320    0    0     0     0  161  237  0  0 100  0  0  0
 1  0      0 12693716   2056 791324    0    0     0     0  902 1578  0  0 99  0  0  0
 0  0      0 12694220   2056 791324    0    0     0     0  519  885  0  0 100  0  0  0
 0  0      0 12694220   2056 791320    0    0     0    16  199  314  0  0 100  0  0  0
 0  0      0 12693716   2064 791312    0    0     0    84 1308 2259  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 12693968   2064 791320    0    0     0     0  164  268  0  0 100  0  0  0
 0  0      0 12693968   2064 791320    0    0     0     0 1305 2253  0  0 99  0  0  0
 0  0      0 12693676   2064 791320    0    0     0     0  208  310  0  0 100  0  0  0
 0  0      0 12692920   2064 791320    0    0     0    16 1322 2324  0  1 99  0  0  0
 0  0      0 12693932   2072 791324    0    0     0    28  231  338  0  0 99  1  0  0
 0  0      0 12694436   2072 791324    0    0     0     0 1097 2270  0  0 99  0  0  0
 0  0      0 12694688   2072 791332    0    0     0     0  194  296  0  0 100  0  0  0
 0  0      0 12694704   2072 791332    0    0     0     0 1078 2237  0  0 99  0  0  0
 0  0      0 12695192   2072 791328    0    0     0     0  168  279  0  0 100  0  0  0
 0  0      0 12694688   2080 791320    0    0     0   116 1239 2402  0  0 99  1  0  0
 0  0      0 12694940   2080 791332    0    0     0     0  247  362  0  0 100  0  0  0
 0  0      0 12694688   2080 791332    0    0     0     0 1073 2207  0  1 99  0  0  0
 0  0      0 12694688   2080 791328    0    0     0     0  212  328  0  0 100  0  0  0
 0  0      0 12694436   2080 791328    0    0     0     0 1101 2270  0  1 99  0  0  0
 0  0      0 12694688   2088 791328    0    0     0    60  212  315  0  0 98  1  0  0
 0  0      0 12694436   2088 791328    0    0     0    64 1124 2297  0  0 99  0  0  0
 0  0      0 12694436   2088 791332    0    0     0     0  163  258  0  0 100  0  0  0
 0  0      0 12694184   2088 791336    0    0     0     0 1317 2286  0  1 99  0  0  0
 0  0      0 12694688   2088 791332    0    0     0     0  280  424  0  0 100  0  0  0
 0  0      0 12696248   2096 791332    0    0     0    68 1426 2544  1  1 98  1  0  0
 0  0      0 12695996   2096 791332    0    0     0    16  637  879  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12694736   2096 791344    0    0     0     0 1786 2905  0  1 99  0  0  0
 0  0      0 12694736   2096 791344    0    0     0     0  157  245  0  0 100  0  0  0
 0  0      0 12698304   2096 791328    0    0     0     0 1326 2295  0  0 99  0  0  0
 0  0      0 12698052   2104 791344    0    0     0    28  220  315  0  0 99  1  0  0
 0  0      0 12696548   2104 791344    0    0     0    16 1791 3029  0  1 99  0  0  0
 0  0      0 12695784   2104 791336    0    0     0     4  557  739  0  0 100  0  0  0
 1  0      0 12695784   2104 791336    0    0     0     0  340  585  0  0 100  0  0  0
 0  0      0 12695280   2104 791332    0    0     0     0 1192 2050  0  0 100  0  0  0
 0  0      0 12695280   2112 791336    0    0     0    96  220  314  0  0 98  1  0  0
 0  0      0 12694020   2112 791332    0    0     0     0 1071 2190  0  0 99  0  0  0
 0  0      0 12694020   2112 791332    0    0     0     0  172  247  0  0 100  0  0  0
 0  0      0 12693364   2112 791336    0    0     0     0 1132 2296  0  1 99  0  0  0
 0  0      0 12693112   2112 791336    0    0     0     0  240  327  0  0 100  0  0  0
 0  0      0 12692104   2120 791332    0    0     0    88 1154 2308  0  1 98  1  0  0
 0  0      0 12692356   2120 791336    0    0     0     0  324  493  0  0 100  0  0  0
 0  0      0 12692104   2120 791336    0    0     0     0 1399 2342  0  1 99  0  0  0
 0  0      0 12692104   2120 791332    0    0     0     0  182  274  0  0 100  0  0  0
 0  0      0 12692104   2120 791332    0    0     0     0 1318 2267  0  1 99  0  0  0
 0  0      0 12692104   2128 791324    0    0     0    44  218  319  0  0 99  1  0  0
 0  0      0 12691600   2128 791332    0    0     0   104 1096 2280  0  0 99  0  0  0
 0  0      0 12691600   2128 791332    0    0     0     0  161  243  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12691096   2128 791332    0    0     0     0 1328 2299  0  0 100  0  0  0
 0  0      0 12691096   2128 791332    0    0     0     0  157  230  0  0 100  0  0  0
 1  0      0 12691108   2136 791332    0    0     0    44 1349 2327  0  1 99  1  0  0
 0  0      0 12691108   2136 791332    0    0     0    32  174  258  0  0 100  0  0  0
 0  0      0 12690860   2136 791332    0    0     0     0 1313 2324  0  0 99  0  0  0
 0  0      0 12690608   2136 791336    0    0     0     0  151  231  0  0 100  0  0  0
 0  0      0 12691112   2136 791332    0    0     0     0 1422 2392  0  1 99  0  0  0
 0  0      0 12691112   2144 791332    0    0     0    36  198  288  0  0 99  1  0  0
 0  0      0 12691112   2144 791336    0    0     0     0 1329 2316  0  0 99  0  0  0
 0  0      0 12691112   2144 791340    0    0     0    28  166  238  0  0 100  0  0  0
 0  0      0 12690608   2144 791340    0    0     0     0 1318 2280  0  1 99  0  0  0
 0  0      0 12690608   2144 791340    0    0     0     0  149  228  0  0 100  0  0  0
 1  0      0 12690356   2152 791340    0    0     0    40 1375 2384  0  1 99  1  0  0
 0  0      0 12690608   2152 791340    0    0     0     0  184  254  0  0 100  0  0  0
 0  0      0 12690356   2152 791348    0    0     0    24 1245 2271  0  0 99  0  0  0
 0  0      0 12690864   2152 791348    0    0     0     0  239  257  0  0 100  0  0  0
 1  0      0 12690360   2152 791344    0    0     0     0  193  313  0  0 100  0  0  0
 0  0      0 12690360   2160 791344    0    0     0    52 1377 2386  0  0 99  1  0  0
 0  0      0 12690360   2160 791348    0    0     0     0  191  286  0  0 100  0  0  0
 1  0      0 12690108   2160 791348    0    0     0     0 1355 2283  0  1 99  0  0  0
 0  0      0 12690636   2160 791344    0    0     0    28  193  302  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12690384   2160 791344    0    0     0     0 1442 2362  0  1 99  0  0  0
 0  0      0 12690636   2168 791344    0    0     0    44  210  313  0  0 99  1  0  0
 0  0      0 12690132   2168 791356    0    0     0    64 1363 2270  0  1 99  0  0  0
 0  0      0 12690132   2168 791360    0    0     0     0  172  265  0  0 100  0  0  0
 0  0      0 12690132   2168 791352    0    0     0    28 1388 2329  0  1 99  0  0  0
 0  0      0 12690132   2168 791348    0    0     0     0  183  272  0  0 100  0  0  0
 0  0      0 12690132   2176 791348    0    0     0    36 1422 2365  0  1 98  1  0  0
 0  0      0 12689880   2176 791352    0    0     0     0  167  268  0  0 100  0  0  0
 0  0      0 12690668   2176 791352    0    0     0     0 1397 2349  0  1 99  0  0  0
 0  0      0 12690636   2176 791352    0    0     0     0  191  291  0  0 100  0  0  0
 0  0      0 12690132   2176 791352    0    0     0    20 1379 2320  0  0 99  0  0  0
 0  0      0 12689880   2184 791352    0    0     0    48  217  317  0  0 99  1  0  0
 0  0      0 12689628   2184 791348    0    0     0     0 1247 2233  0  1 99  0  0  0
 0  0      0 12689628   2184 791352    0    0     0     0  156  234  0  0 100  0  0  0
 0  0      0 12688872   2184 791352    0    0     0     0 1336 2314  0  1 99  0  0  0
 0  1      0 12690132   2192 791348    0    0     0    72  309  406  0  0 99  0  0  0
 0  0      0 12689880   2192 791344    0    0     0     0 1539 2551  0  1 98  1  0  0
 0  0      0 12682672   2592 790948    0    0   408    12 1266 1748  4  1 95  0  0  0
 0  0      0 12681916   2592 791368    0    0     0     0 1581 2795  0  1 99  0  0  0
 0  0      0 12681664   2592 791368    0    0     0     0  228  343  0  0 100  0  0  0
 0  0      0 12680152   2600 791360    0    0     0   100 1121 2368  0  1 99  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12680152   2600 791364    0    0     0   140  297  395  0  0 100  0  0  0
 0  0      0 12679160   2600 791360    0    0     0     0 1436 3008  0  1 99  0  0  0
 0  0      0 12681412   2600 791364    0    0     0     0  680  789  0  0 100  0  0  0
 1  0      0 12681412   2600 791364    0    0     0     0  456  829  0  0 100  0  0  0
 0  0      0 12682176   2608 791356    0    0     0    56 1078 1712  0  0 99  1  0  0
 0  0      0 12682168   2608 791360    0    0     0    16  260  391  0  0 100  0  0  0
 0  0      0 12680684   2608 791360    0    0     0     0 1538 2539  0  1 99  0  0  0
 3  1      0 12679956   2608 791376    0    0    12     0  422  593  0  0 99  0  0  0
 0  0      0 12679732   2608 791376    0    0     0     0 1525 2473  0  1 99  0  0  0
 0  0      0 12679240   2616 791368    0    0     0    32  363  492  0  0 99  0  0  0
 0  0      0 12678736   2616 791368    0    0     0     0 1478 2349  0  0 99  0  0  0
 0  0      0 12678736   2616 791380    0    0     0    20  251  332  0  0 100  0  0  0
 0  0      0 12678232   2616 791376    0    0     0     0 1358 2291  0  1 99  0  0  0
 0  0      0 12678232   2616 791376    0    0     0     0  152  216  0  0 100  0  0  0
 0  0      0 12678232   2624 791368    0    0     0    48 1344 2269  0  1 99  1  0  0
 0  0      0 12678484   2624 791380    0    0     0     0  164  258  0  0 100  0  0  0
 0  0      0 12678232   2624 791384    0    0     0    20 1377 2307  0  0 99  0  0  0
 0  0      0 12678232   2624 791384    0    0     0     0  171  256  0  0 100  0  0  0
 0  0      0 12678484   2624 791384    0    0     0     0 1360 2300  0  1 99  0  0  0
 0  0      0 12678232   2632 791384    0    0     0    40  315  463  0  0 99  1  0  0
 0  0      0 12678500   2632 791384    0    0     0     0 1109 2247  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12678736   2632 791388    0    0     0     0  201  297  0  0 100  0  0  0
 0  0      0 12678484   2632 791396    0    0     0    16 1332 2335  0  1 99  0  0  0
 0  0      0 12678484   2632 791392    0    0     0     0  160  243  0  0 100  0  0  0
 0  0      0 12678492   2640 791384    0    0     0   108 1451 2403  0  1 98  2  0  0
 0  0      0 12678736   2640 791380    0    0     0     0  209  323  0  0 100  0  0  0
 0  0      0 12678484   2640 791380    0    0     0     0 1404 2370  0  1 99  0  0  0
 0  0      0 12678736   2640 791380    0    0     0    16  180  298  0  0 100  0  0  0
 0  0      0 12678240   2640 791380    0    0     0     0 1348 2272  0  1 99  0  0  0
 0  0      0 12678736   2648 791380    0    0     0    28  157  258  0  0 99  1  0  0
 0  0      0 12678736   2648 791380    0    0     0     0 1208 2303  0  0 100  0  0  0
 0  0      0 12678736   2648 791388    0    0     0     0  163  256  0  0 100  0  0  0
 0  0      0 12678248   2648 791392    0    0     0     0 1061 2232  0  0 99  0  0  0
 0  0      0 12678736   2648 791400    0    0     0    20  253  282  0  0 100  0  0  0
 2  0      0 12678736   2656 791388    0    0     0    48  220  331  0  0 98  1  0  0
 0  0      0 12678988   2656 791396    0    0     0    48 1153 2256  0  1 99  0  0  0
 0  0      0 12678988   2656 791396    0    0     0     0  197  296  0  0 100  0  0  0
 0  0      0 12678924   2656 791392    0    0     0     0 1128 2289  0  1 99  0  0  0
 0  0      0 12678924   2656 791392    0    0     0    16  174  270  0  0 100  0  0  0
 0  0      0 12679052   2664 791392    0    0     0    32 1257 2462  0  1 98  1  0  0
 0  0      0 12679052   2664 791392    0    0     0     0  252  389  0  0 100  0  0  0
 0  0      0 12678548   2664 791396    0    0     0     0 1148 2234  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12678800   2664 791408    0    0     0     0  196  316  0  0 100  0  0  0
 0  0      0 12679052   2664 791408    0    0     0     0 1090 2196  0  0 99  0  0  0
 0  0      0 12679052   2672 791412    0    0     0    76  263  341  0  0 99  1  0  0
 0  0      0 12678800   2672 791412    0    0     0    68 1188 2267  0  1 99  0  0  0
 0  0      0 12678800   2672 791412    0    0     0     0  185  297  0  0 100  0  0  0
 0  0      0 12678800   2672 791412    0    0     0     0 1278 2275  0  0 100  0  0  0
 0  0      0 12678800   2672 791412    0    0     0     0  199  281  0  0 100  0  0  0
 0  0      0 12678800   2680 791416    0    0     0    44 1301 2269  0  1 99  0  0  0
 0  0      0 12678800   2680 791416    0    0     0     0  162  285  0  0 100  0  0  0
 0  0      0 12678548   2680 791424    0    0     0     0 1383 2360  0  1 99  0  0  0
 0  0      0 12678296   2680 791436    0    0     0     0  180  290  0  0 100  0  0  0
 0  0      0 12678548   2680 791444    0    0     0     0 1317 2295  0  0 99  0  0  0
 0  0      0 12679068   2688 791436    0    0     0    36  273  393  0  0 98  2  0  0
 0  0      0 12678296   2688 791440    0    0     0    20 1403 2396  0  1 99  0  0  0
 0  0      0 12678296   2688 791440    0    0     0     0  228  361  0  0 100  0  0  0
 0  0      0 12678828   2688 791448    0    0     0     0 1383 2324  0  1 99  0  0  0
 0  0      0 12678828   2688 791448    0    0     0     0  133  225  0  0 100  0  0  0
 0  0      0 12678576   2696 791440    0    0     0    40 1343 2366  0  1 99  0  0  0
 0  0      0 12678576   2696 791440    0    0     0    20  165  265  0  0 100  0  0  0
 0  0      0 12678828   2696 791448    0    0     0     0 1367 2336  0  1 99  0  0  0
 0  0      0 12678828   2696 791448    0    0     0     0  163  267  0  0 100  0  0  0
